,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
20,4.736119890213013,0.11680749502071835,0.015400838851928712,0.00838044051441236,4,300,"{'max_depth': 4, 'n_estimators': 300}",0.994521713462173,0.9951120834852668,0.9983849680466796,0.9956324673520421,0.9950767574326201,0.9957455979557563,0.0013656979529676192,12
21,5.580915117263794,0.13008043186538704,0.011600589752197266,0.0029396289412842815,4,400,"{'max_depth': 4, 'n_estimators': 400}",0.9945738049347989,0.9951641749578927,0.9984023339816616,0.9956324673520422,0.9950767574326203,0.9957699077318033,0.0013584247679264807,10
22,6.235516786575317,0.4009232024802708,0.017198991775512696,0.002785356175819983,4,500,"{'max_depth': 4, 'n_estimators': 500}",0.9946606240558421,0.9952336302547273,0.9984717977215892,0.9956151014170602,0.9950767574326201,0.9958115821763677,0.0013648481130713109,6
23,7.55051212310791,0.2919693402537079,0.017999696731567382,0.00540301970919291,4,600,"{'max_depth': 4, 'n_estimators': 600}",0.9947300793526767,0.9952336302547272,0.9984717977215893,0.9956151014170602,0.9950420255626563,0.995818526861742,0.0013572770134080028,5
24,8.532018566131592,0.13554246018550742,0.014799785614013673,0.0038158126761976222,4,700,"{'max_depth': 4, 'n_estimators': 700}",0.994764807001094,0.995250994078936,0.9984196999166436,0.9956758821894971,0.9950767574326201,0.995837628123758,0.001324180151133227,2
25,9.308424997329713,0.18332933166919232,0.013599634170532227,0.005461804560078756,4,800,"{'max_depth': 4, 'n_estimators': 800}",0.9948168984737198,0.9950599920126408,0.9983676021116977,0.9956585162545151,0.9950246596276743,0.9957855336960495,0.0013211211155506645,9
26,10.268941259384155,0.29588062701261963,0.01800088882446289,0.007563276613233488,4,900,"{'max_depth': 4, 'n_estimators': 900}",0.9948516261221372,0.9946085325832161,0.9983328702417338,0.9956064184495693,0.9949899277577104,0.9956778750308735,0.0013677395653343522,19
27,2.574413299560547,0.2175087327700164,0.016000890731811525,0.007043231896479588,5,100,"{'max_depth': 5, 'n_estimators': 100}",0.9916566824677467,0.9942178465385216,0.9980897471519867,0.995684565156988,0.995128855237566,0.9949555393105619,0.0020886082918473874,25
28,4.022713565826416,0.32141649435196606,0.012399816513061523,0.009199789318084857,5,200,"{'max_depth': 5, 'n_estimators': 200}",0.9941570731537914,0.9950165824521192,0.9981418449569325,0.9955803695470965,0.9950246596276743,0.9955841059475228,0.0013574629643534348,20
29,5.2770074844360355,0.13455823754930388,0.01439976692199707,0.004964462693441619,5,300,"{'max_depth': 5, 'n_estimators': 300}",0.9945043496379642,0.9951120834852668,0.9984370658516254,0.9956324673520422,0.9951114893025841,0.9957594911258966,0.0013856380928566584,11
30,6.206432437896728,0.4998150869859353,0.01720118522644043,0.007358761474053196,5,400,"{'max_depth': 5, 'n_estimators': 400}",0.9946085325832161,0.9951641749578927,0.9984717977215892,0.9956151014170603,0.9950941233676022,0.995790746009472,0.0013779979883115033,8
31,7.236433315277099,0.3155446994147305,0.02420072555541992,0.016701786164723703,5,500,"{'max_depth': 5, 'n_estimators': 500}",0.994712715528468,0.9952336302547273,0.9984717977215892,0.9955630036121145,0.995128855237566,0.9958220004708929,0.0013524531601427183,4
32,7.940210390090942,0.41470132906179197,0.016399860382080078,0.005748939303355762,5,600,"{'max_depth': 5, 'n_estimators': 600}",0.9947648070010939,0.9952336302547272,0.9984717977215893,0.9955630036121145,0.9950941233676021,0.9958254723914253,0.0013477453166563834,3
33,8.950219964981079,0.630444406688564,0.015400838851928712,0.009393952358094695,5,700,"{'max_depth': 5, 'n_estimators': 700}",0.9948342622979285,0.995250994078936,0.9984023339816617,0.9956237843845512,0.995146221172548,0.9958515191831252,0.0013001081901041808,1
34,9.498231267929077,0.5350638513846779,0.009399509429931641,0.006590746362217885,5,800,"{'max_depth': 5, 'n_estimators': 800}",0.9948689899463458,0.9950599920126408,0.9983502361767158,0.9956237843845513,0.9951114893025841,0.9958028983645676,0.0012979332047057712,7
35,7.442338657379151,1.450740259351708,0.0031996726989746093,0.00040144935924628047,5,900,"{'max_depth': 5, 'n_estimators': 900}",0.9948863537705543,0.9946085325832161,0.9983502361767158,0.9956064184495694,0.9950767574326203,0.9957056596825353,0.0013619178936564653,16
