,PUF type,CRPs number,Test split Accuracy,Test split F1,Training time,Testing time
0,"Generic framework(1,1,1)",5000.0,49.5,36.264198569625584,0 days 00:00:53.873593,0 days 00:00:00.022000
1,"Generic framework(2,2,2)",5000.0,51.03333333333333,55.55219364599092,0 days 00:00:51.930237,0 days 00:00:00.014999
2,"Generic framework(3,3,3)",5000.0,51.050350116705566,53.278166772756194,0 days 00:01:00.548767,0 days 00:00:00.015998
3,"Generic framework(4,4,4)",5000.0,51.366666666666674,59.41585535465925,0 days 00:00:52.568589,0 days 00:00:00.014000
4,"Generic framework(5,5,5)",5000.0,51.83333333333333,42.72691240586603,0 days 00:00:52.217416,0 days 00:00:00.016000
5,"Generic framework(6,6,6)",5000.0,51.1837279093031,45.57620817843866,0 days 00:00:52.011288,0 days 00:00:00.017000
