,PUF type,CRPs number,Test split Accuracy,Test split F1,Training time,Testing time
0,"Generic framework(1,1,1)",5000.0,96.73333333333333,96.77206851119897,0 days 00:00:50.164541,0 days 00:00:00.009960
1,"Generic framework(2,2,2)",5000.0,95.39999999999999,95.38461538461539,0 days 00:00:51.096112,0 days 00:00:00.013999
2,"Generic framework(3,3,3)",5000.0,95.99866622207402,95.96774193548386,0 days 00:00:53.404456,0 days 00:00:00.009970
3,"Generic framework(4,4,4)",5000.0,94.13333333333334,94.24083769633508,0 days 00:00:52.338002,0 days 00:00:00.010000
4,"Generic framework(5,5,5)",5000.0,80.46666666666667,81.03559870550163,0 days 00:00:52.316585,0 days 00:00:00.010963
5,"Generic framework(6,6,6)",5000.0,95.09836612204067,95.14691317266424,0 days 00:00:53.327000,0 days 00:00:00.015006
