,PUF type,CRPs number,Test split Accuracy,Test split F1,Training time,Testing time
0,"Generic framework(1,1,1)",5000.0,95.6,95.44827586206898,0 days 00:00:54.245494,0 days 00:00:00.009004
1,"Generic framework(2,2,2)",5000.0,95.6,95.62624254473161,0 days 00:00:54.740792,0 days 00:00:00.007990
2,"Generic framework(3,3,3)",5000.0,95.6652217405802,95.6346541302888,0 days 00:00:54.047676,0 days 00:00:00.007002
3,"Generic framework(4,4,4)",5000.0,95.3,95.25412319084484,0 days 00:00:53.800417,0 days 00:00:00.009002
4,"Generic framework(5,5,5)",5000.0,94.16666666666667,94.2377346065196,0 days 00:00:55.430359,0 days 00:00:00.009520
5,"Generic framework(6,6,6)",5000.0,94.43147715905302,94.63195114111218,0 days 00:00:54.541804,0 days 00:00:00.006971
6,"Generic framework(10,10,10)",5000.0,92.80000000000001,92.97332465842551,0 days 00:00:52.414636,0 days 00:00:00.007030
7,"Generic framework(20,20,20)",5000.0,92.23333333333333,92.13103681188788,0 days 00:00:52.220173,0 days 00:00:00.007571
