,PUF type,CRPs number,Test split Accuracy,Test split F1,Training time,Testing time
0,APUF,5000.0,98.8,98.79032258064517,0 days 00:00:03.834039,0 days 00:00:00.009000
1,2 XOR-APUF,5000.0,93.89999999999999,93.69183040330921,0 days 00:00:06.148002,0 days 00:00:00.008998
2,3 XOR-APUF,5000.0,94.1,94.07035175879398,0 days 00:00:08.554000,0 days 00:00:00.009000
3,4 XOR-APUF,5000.0,92.0,92.23300970873787,0 days 00:00:10.910025,0 days 00:00:00.008998
4,5 XOR-APUF,5000.0,89.2,89.13480885311871,0 days 00:00:13.288152,0 days 00:00:00.008998
5,6 XOR-APUF,5000.0,87.5,87.63600395647873,0 days 00:00:15.691026,0 days 00:00:00.007999
6,FF-2-XOR-APUF,5000.0,94.6,94.19354838709678,0 days 00:00:18.448158,0 days 00:00:00.007969
7,FF-3-XOR-APUF,5000.0,94.0,93.82716049382717,0 days 00:00:27.205002,0 days 00:00:00.007999
8,FF-4-XOR-APUF,5000.0,90.2,89.89690721649485,0 days 00:00:35.962000,0 days 00:00:00.008000
9,FF-5-XOR-APUF,5000.0,91.2,91.42300194931774,0 days 00:00:44.035346,0 days 00:00:00.008999
10,FF-6-XOR-APUF,5000.0,87.8,86.96581196581197,0 days 00:00:52.796114,0 days 00:00:00.007999
11,"Generic framework(1,1,1)",5000.0,94.19999999999999,94.10968178740691,0 days 00:00:49.877726,0 days 00:00:00.012974
12,"Generic framework(2,2,2)",5000.0,93.16666666666666,93.3115823817292,0 days 00:00:50.051573,0 days 00:00:00.012997
13,"Generic framework(3,3,3)",5000.0,92.13071023674559,92.22148978246538,0 days 00:00:50.037147,0 days 00:00:00.013969
14,"Generic framework(4,4,4)",5000.0,77.93333333333334,78.29508196721311,0 days 00:00:50.476156,0 days 00:00:00.013974
15,"Generic framework(5,5,5)",5000.0,86.03333333333333,86.86108497961742,0 days 00:00:50.593272,0 days 00:00:00.012999
16,"Generic framework(6,6,6)",5000.0,93.93131043681227,94.00131839156228,0 days 00:00:50.279112,0 days 00:00:00.012967
