,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,2.25868501663208,0.05211001561330632,0.07840666770935059,0.041763909033853526,2,100,"{'max_depth': 2, 'n_estimators': 100}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
1,2.3090001583099364,0.66440885020604,0.11690263748168946,0.07859559909922663,2,200,"{'max_depth': 2, 'n_estimators': 200}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
2,2.0741816997528075,0.12837493696480673,0.008701848983764648,0.003339690831719835,2,300,"{'max_depth': 2, 'n_estimators': 300}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
3,2.9793182849884032,0.17266417445003115,0.014399957656860352,0.00816331693863752,2,400,"{'max_depth': 2, 'n_estimators': 400}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
4,3.6962964057922365,0.13998814200262377,0.02100071907043457,0.018772605447585487,2,500,"{'max_depth': 2, 'n_estimators': 500}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
5,4.33010196685791,0.13020966550853855,0.016804313659667967,0.01154612324598984,2,600,"{'max_depth': 2, 'n_estimators': 600}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
6,5.111769342422486,0.12958165491412144,0.016400527954101563,0.004758202938466567,2,700,"{'max_depth': 2, 'n_estimators': 700}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
7,0.8639183044433594,0.030906285777125262,0.016301536560058595,0.014011861070759782,3,100,"{'max_depth': 3, 'n_estimators': 100}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
8,1.5786592960357666,0.08599894269411124,0.014000415802001953,0.008389908128414322,3,200,"{'max_depth': 3, 'n_estimators': 200}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
9,2.2710573196411135,0.06654442239181554,0.017000341415405275,0.017064469699555083,3,300,"{'max_depth': 3, 'n_estimators': 300}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
10,2.9509865760803224,0.12963625721136796,0.016701316833496092,0.005792699462900922,3,400,"{'max_depth': 3, 'n_estimators': 400}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
11,3.8090396881103517,0.17543963684818856,0.01779966354370117,0.00913023919395529,3,500,"{'max_depth': 3, 'n_estimators': 500}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
12,4.4154469013214115,0.10721512013881994,0.017501115798950195,0.010295870911195666,3,600,"{'max_depth': 3, 'n_estimators': 600}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
13,5.038282203674316,0.14252592619543256,0.017301654815673827,0.004772699677324165,3,700,"{'max_depth': 3, 'n_estimators': 700}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
14,0.8845530986785889,0.024586589621996308,0.012299394607543946,0.0038185133223050086,4,100,"{'max_depth': 4, 'n_estimators': 100}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
15,1.577430009841919,0.07721647623863835,0.018802070617675783,0.009577342964023246,4,200,"{'max_depth': 4, 'n_estimators': 200}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
16,2.3283676147460937,0.09192140965269922,0.018400192260742188,0.008014733479950735,4,300,"{'max_depth': 4, 'n_estimators': 300}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
17,2.94122052192688,0.09941493162353528,0.015599966049194336,0.00602011042854566,4,400,"{'max_depth': 4, 'n_estimators': 400}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
18,3.7221877574920654,0.0901044840486977,0.017999982833862303,0.004775347510226663,4,500,"{'max_depth': 4, 'n_estimators': 500}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
19,4.442260217666626,0.11190469675135369,0.01550140380859375,0.006433043314066424,4,600,"{'max_depth': 4, 'n_estimators': 600}",0.9798932907785985,0.9763571373881226,0.9771427190254436,0.9743046939203017,0.973533250616349,0.9762462183457631,0.0022470809877919076,1
