,Number of APUF,Number of XOR-PUF,Number of FF-XOR-APUF,CRPs number,Test split Accuracy,Test split F1,Training time,Testing time
0,1.0,1.0,1.0,1666.0,92.87715086034413,92.87144573488186,0 days 00:00:34.330857,0 days 00:00:00.011998
1,2.0,2.0,2.0,833.0,89.81592637054821,89.9027970640746,0 days 00:00:34.914153,0 days 00:00:00.013001
2,3.0,3.0,3.0,555.0,91.37137137137137,91.3851688986608,0 days 00:00:34.897110,0 days 00:00:00.013001
3,4.0,4.0,4.0,416.0,89.8838141025641,89.72533062054933,0 days 00:00:34.342024,0 days 00:00:00.013002
4,5.0,5.0,5.0,333.0,90.25025025025025,90.17947166767493,0 days 00:00:34.180999,0 days 00:00:00.012000
5,6.0,6.0,6.0,277.0,89.20978740473325,89.15759774284562,0 days 00:00:33.673000,0 days 00:00:00.014002
6,10.0,10.0,10.0,166.0,86.80722891566265,86.81517158338352,0 days 00:00:33.589099,0 days 00:00:00.013000
